store_id,month,year,is_holiday,temperature,fuel_price,cpi,unemployment,fed_funds,ics,weekly_sales
43,2,2010,1,47.99,2.548,203.2010968,9.521,0.13,73.6,682918.99
5,2,2010,1,39.81,2.548,211.8004698,6.566,0.13,73.6,311825.7
39,2,2010,1,44.58,2.548,209.9970208,8.554,0.13,73.6,1266229.07
26,2,2010,1,18.14,2.771,131.5866129,8.488,0.13,73.6,1015684.09
34,2,2010,1,36.13,2.573,126.4962581,9.521,0.13,73.6,994610.99
33,2,2010,1,55.47,2.828,126.4962581,10.115,0.13,73.6,294882.83
7,2,2010,1,25.9,2.572,189.4642725,9.014,0.13,73.6,524104.92
13,2,2010,1,33.16,2.671,126.4962581,8.316,0.13,73.6,2030933.46
40,2,2010,1,20.84,2.771,131.5866129,5.892,0.13,73.6,955338.29
12,2,2010,1,47.87,2.946,126.4962581,13.975,0.13,73.6,1117863.33
19,2,2010,1,23.22,2.94,131.5866129,8.35,0.13,73.6,1536549.95
38,2,2010,1,47.87,2.946,126.4962581,13.975,0.13,73.6,342214.9
1,2,2010,1,38.51,2.548,211.2421698,8.106,0.13,73.6,1641957.44
9,2,2010,1,37.08,2.548,214.8056534,6.415,0.13,73.6,552677.48
2,2,2010,1,38.49,2.548,210.8979935,8.324,0.13,73.6,2137809.5
45,2,2010,1,27.73,2.773,181.982317,8.992,0.13,73.6,656988.64
20,2,2010,1,22.12,2.773,204.3857472,8.187,0.13,73.6,2109107.9
27,2,2010,1,29.81,2.94,135.4113076,8.237,0.13,73.6,1745362.72
4,2,2010,1,28.84,2.573,126.4962581,8.623,0.13,73.6,2188307.39
29,2,2010,1,28.14,2.771,131.5866129,10.064,0.13,73.6,529672.95
31,2,2010,1,37.77,2.548,210.8979935,8.324,0.13,73.6,1543947.23
18,2,2010,1,26.41,2.771,131.5866129,9.202,0.13,73.6,1187880.7
16,2,2010,1,20.87,2.572,189.4642725,7.039,0.13,73.6,472044.28
11,2,2010,1,48.01,2.548,214.5747916,7.368,0.13,73.6,1574684.08
36,2,2010,1,46.11,2.539,209.9970208,8.554,0.13,73.6,469563.7
42,2,2010,1,49.96,2.828,126.4962581,9.765,0.13,73.6,575709.96
14,2,2010,1,27.73,2.773,181.982317,8.992,0.13,73.6,1704218.84
21,2,2010,1,37.77,2.548,210.8979935,8.324,0.13,73.6,809321.44
32,2,2010,1,28.09,2.572,189.4642725,9.014,0.13,73.6,1123566.12
37,2,2010,1,46.11,2.548,209.9970208,8.554,0.13,73.6,529852.7
41,2,2010,1,23.04,2.572,189.4642725,7.541,0.13,73.6,1075656.34
25,2,2010,1,19.64,2.773,204.3857472,8.187,0.13,73.6,583364.02
17,2,2010,1,18.36,2.671,126.4962581,6.548,0.13,73.6,841951.91
22,2,2010,1,28.14,2.771,135.4113076,8.283,0.13,73.6,1022571.25
28,2,2010,1,47.87,2.946,126.4962581,13.975,0.13,73.6,1558968.49
6,2,2010,1,40.57,2.548,212.7700425,7.259,0.13,73.6,1606283.86
3,2,2010,1,47.93,2.548,214.5747916,7.368,0.13,73.6,420728.96
23,2,2010,1,18.75,2.771,131.5866129,5.892,0.13,73.6,1380892.08
10,2,2010,1,49.96,2.828,126.4962581,9.765,0.13,73.6,2176028.52
30,2,2010,1,37.77,2.548,210.8979935,8.324,0.13,73.6,497374.57
24,2,2010,1,25.94,2.94,131.5866129,8.326,0.13,73.6,1414107.1
44,2,2010,1,33.16,2.671,126.4962581,8.119,0.13,73.6,286857.13
35,2,2010,1,29.81,2.773,135.4113076,9.262,0.13,73.6,1168815.31
45,2,2010,0,31.27,2.745,182.0347816,8.992,0.13,73.6,841264.04
29,2,2010,0,31.96,2.747,131.637,10.064,0.13,73.6,542399.07
41,2,2010,0,24.13,2.55,189.5340998,7.541,0.13,73.6,1052034.74
27,2,2010,0,32.44,2.909,135.4657781,8.237,0.13,73.6,1945070.33
42,2,2010,0,58.22,2.915,126.5262857,9.765,0.13,73.6,508794.87
21,2,2010,0,39.75,2.514,210.9451605,8.324,0.13,73.6,867283.25
36,2,2010,0,45.66,2.472,210.0451024,8.554,0.13,73.6,470281.03
17,2,2010,0,25.06,2.654,126.5262857,6.548,0.13,73.6,800714.0
18,2,2010,0,30.91,2.747,131.637,9.202,0.13,73.6,1150663.42
10,2,2010,0,58.22,2.915,126.5262857,9.765,0.13,73.6,2113432.58
16,2,2010,0,21.13,2.55,189.5340998,7.039,0.13,73.6,469868.7
44,2,2010,0,35.7,2.654,126.5262857,8.119,0.13,73.6,267956.3
37,2,2010,0,45.66,2.514,210.0451024,8.554,0.13,73.6,510382.5
4,2,2010,0,36.45,2.54,126.5262857,8.623,0.13,73.6,2049860.26
31,2,2010,0,39.75,2.514,210.9451605,8.324,0.13,73.6,1473386.75
11,2,2010,0,48.3,2.514,214.6198868,7.368,0.13,73.6,1503298.7
12,2,2010,0,54.83,2.915,126.5262857,13.975,0.13,73.6,1095421.65
14,2,2010,0,31.27,2.745,182.0347816,8.992,0.13,73.6,2204556.7
38,2,2010,0,54.83,2.915,126.5262857,13.975,0.13,73.6,327237.92
25,2,2010,0,24.16,2.745,204.4321004,8.187,0.13,73.6,676260.67
43,2,2010,0,48.77,2.514,203.2479796,9.521,0.13,73.6,658997.55
7,2,2010,0,27.28,2.55,189.5340998,9.014,0.13,73.6,506760.54
24,2,2010,0,31.05,2.909,131.637,8.326,0.13,73.6,1385362.49
19,2,2010,0,28.57,2.909,131.637,8.35,0.13,73.6,1515976.11
26,2,2010,0,22.62,2.747,131.637,8.488,0.13,73.6,999348.55
35,2,2010,0,32.44,2.745,135.4657781,9.262,0.13,73.6,1270658.64
1,2,2010,0,39.93,2.514,211.2891429,8.106,0.13,73.6,1611968.17
39,2,2010,0,43.96,2.514,210.0451024,8.554,0.13,73.6,1230591.97
23,2,2010,0,26.7,2.747,131.637,5.892,0.13,73.6,1319588.04
3,2,2010,0,47.07,2.514,214.6198868,7.368,0.13,73.6,421642.19
9,2,2010,0,43.06,2.514,214.8506185,6.415,0.13,73.6,511327.9
8,2,2010,0,39.1,2.514,214.6664878,6.299,0.13,73.6,963960.37
30,2,2010,0,39.75,2.514,210.9451605,8.324,0.13,73.6,463513.26
32,2,2010,0,29.16,2.55,189.5340998,9.014,0.13,73.6,1082559.06
33,2,2010,0,62.16,2.915,126.5262857,10.115,0.13,73.6,296850.83
28,2,2010,0,54.83,2.915,126.5262857,13.975,0.13,73.6,1491300.42
15,2,2010,0,27.54,2.909,131.637,8.35,0.13,73.6,660838.75
5,2,2010,0,41.14,2.514,211.8471283,6.566,0.13,73.6,303447.57
22,2,2010,0,31.96,2.747,135.4657781,8.283,0.13,73.6,988467.61
2,2,2010,0,39.69,2.514,210.9451605,8.324,0.13,73.6,2124451.54
34,2,2010,0,38.36,2.54,126.5262857,9.521,0.13,73.6,983963.07
6,2,2010,0,43.58,2.514,212.8161546,7.259,0.13,73.6,1567138.07
13,2,2010,0,35.7,2.654,126.5262857,8.316,0.13,73.6,1970274.64
40,2,2010,0,27.84,2.747,131.637,5.892,0.13,73.6,916289.2
20,2,2010,0,25.43,2.745,204.4321004,8.187,0.13,73.6,2161549.76
44,2,2010,0,29.98,2.667,126.5522857,8.119,0.13,73.6,273079.07
3,2,2010,0,52.05,2.561,214.6475127,7.368,0.13,73.6,407204.86
9,2,2010,0,43.83,2.561,214.8780453,6.415,0.13,73.6,473773.27
36,2,2010,0,50.87,2.52,210.0771885,8.554,0.13,73.6,447519.44
14,2,2010,0,34.89,2.754,182.0774691,8.992,0.13,73.6,2095591.63
10,2,2010,0,52.77,2.825,126.5522857,9.765,0.13,73.6,2006774.96
11,2,2010,0,52.79,2.561,214.6475127,7.368,0.13,73.6,1336404.65
37,2,2010,0,50.87,2.561,210.0771885,8.554,0.13,73.6,513615.82
25,2,2010,0,29.16,2.754,204.4630869,8.187,0.13,73.6,628516.57
43,2,2010,0,48.77,2.561,203.2798724,9.521,0.13,73.6,618702.79
15,2,2010,0,29.87,2.91,131.686,8.35,0.13,73.6,564883.2
22,2,2010,0,35.98,2.753,135.5195191,8.283,0.13,73.6,899761.48
21,2,2010,0,45.31,2.561,210.9759573,8.324,0.13,73.6,749597.24
32,2,2010,0,26.64,2.586,189.6018023,9.014,0.13,73.6,1053247.1
26,2,2010,0,27.32,2.753,131.686,8.488,0.13,73.6,855385.01
33,2,2010,0,56.5,2.825,126.5522857,10.115,0.13,73.6,284052.77
4,2,2010,0,41.36,2.59,126.5522857,8.623,0.13,73.6,1925728.84
38,2,2010,0,50.23,2.825,126.5522857,13.975,0.13,73.6,334222.73
31,2,2010,0,45.31,2.561,210.9759573,8.324,0.13,73.6,1344354.41
40,2,2010,0,33.32,2.753,131.686,5.892,0.13,73.6,863917.41
13,2,2010,0,29.98,2.667,126.5522857,8.316,0.13,73.6,1817850.32
34,2,2010,0,37.28,2.59,126.5522857,9.521,0.13,73.6,905756.13
5,2,2010,0,46.7,2.561,211.8771468,6.566,0.13,73.6,270281.63
8,2,2010,0,37.91,2.561,214.6940735,6.299,0.13,73.6,847592.11
39,2,2010,0,49.79,2.561,210.0771885,8.554,0.13,73.6,1168582.02
6,2,2010,0,47.1,2.561,212.845337,7.259,0.13,73.6,1432953.21
19,2,2010,0,30.33,2.91,131.686,8.35,0.13,73.6,1373270.06
24,2,2010,0,33.98,2.91,131.686,8.326,0.13,73.6,1158722.74
23,2,2010,0,32.68,2.753,131.686,5.892,0.13,73.6,1198709.65
28,2,2010,0,50.23,2.825,126.5522857,13.975,0.13,73.6,1542173.33
12,2,2010,0,50.23,2.825,126.5522857,13.975,0.13,73.6,1048617.17
35,2,2010,0,36.0,2.754,135.5195191,9.262,0.13,73.6,1020651.74
30,2,2010,0,45.31,2.561,210.9759573,8.324,0.13,73.6,472330.71
17,2,2010,0,15.64,2.667,126.5522857,6.548,0.13,73.6,749549.55
7,2,2010,0,24.91,2.586,189.6018023,9.014,0.13,73.6,496083.24
42,2,2010,0,52.77,2.825,126.5522857,9.765,0.13,73.6,491510.58
16,2,2010,0,18.12,2.586,189.6018023,7.039,0.13,73.6,443242.17
41,2,2010,0,21.84,2.586,189.6018023,7.541,0.13,73.6,991941.73
20,2,2010,0,32.32,2.754,204.4630869,8.187,0.13,73.6,1898193.95
1,2,2010,0,46.63,2.561,211.3196429,8.106,0.13,73.6,1409727.59
27,2,2010,0,36.0,2.91,135.5195191,8.237,0.13,73.6,1390934.27
18,2,2010,0,35.42,2.753,131.686,9.202,0.13,73.6,1068157.45
29,2,2010,0,35.98,2.753,131.686,10.064,0.13,73.6,488417.61
45,2,2010,0,34.89,2.754,182.0774691,8.992,0.13,73.6,741891.65
2,2,2010,0,46.1,2.561,210.9759573,8.324,0.13,73.6,1865097.27
14,3,2010,0,37.13,2.777,182.1201566,8.992,0.16,73.6,2237544.75
24,3,2010,0,36.73,2.919,131.735,8.326,0.16,73.6,1412387.37
1,3,2010,0,46.5,2.625,211.3501429,8.106,0.16,73.6,1554806.68
9,3,2010,0,48.43,2.625,214.9054721,6.415,0.16,73.6,507297.88
22,3,2010,0,36.82,2.766,135.5732602,8.283,0.16,73.6,1009201.24
23,3,2010,0,33.15,2.766,131.735,5.892,0.16,73.6,1311175.93
28,3,2010,0,53.77,2.987,126.5782857,13.975,0.16,73.6,1608435.45
2,3,2010,0,47.17,2.625,211.0067542,8.324,0.16,73.6,1991013.13
31,3,2010,0,48.61,2.625,211.0067542,8.324,0.16,73.6,1384870.51
38,3,2010,0,53.77,2.987,126.5782857,13.975,0.16,73.6,372239.89
20,3,2010,0,31.75,2.777,204.4940734,8.187,0.16,73.6,2119213.72
25,3,2010,0,29.45,2.777,204.4940734,8.187,0.16,73.6,665750.06
21,3,2010,0,48.61,2.625,211.0067542,8.324,0.16,73.6,747444.32
35,3,2010,0,38.07,2.777,135.5732602,9.262,0.16,73.6,1162610.27
3,3,2010,0,53.04,2.625,214.6751386,7.368,0.16,73.6,415202.04
37,3,2010,0,51.33,2.625,210.1092746,8.554,0.16,73.6,519255.68
17,3,2010,0,31.58,2.681,126.5782857,6.548,0.16,73.6,783300.05
7,3,2010,0,35.86,2.62,189.6695049,9.014,0.16,73.6,491419.55
10,3,2010,0,55.92,2.877,126.5782857,9.765,0.16,73.6,1987090.09
30,3,2010,0,48.61,2.625,211.0067542,8.324,0.16,73.6,472591.07
12,3,2010,0,53.77,2.987,126.5782857,13.975,0.16,73.6,1077018.27
4,3,2010,0,43.49,2.654,126.5782857,8.623,0.16,73.6,1971057.44
39,3,2010,0,50.93,2.625,210.1092746,8.554,0.16,73.6,1266254.21
16,3,2010,0,27.92,2.62,189.6695049,7.039,0.16,73.6,444181.85
18,3,2010,0,37.17,2.766,131.735,9.202,0.16,73.6,1179738.5
42,3,2010,0,55.92,2.877,126.5782857,9.765,0.16,73.6,554972.42
11,3,2010,0,53.96,2.625,214.6751386,7.368,0.16,73.6,1426622.65
36,3,2010,0,51.33,2.574,210.1092746,8.554,0.16,73.6,480203.43
13,3,2010,0,40.65,2.681,126.5782857,8.316,0.16,73.6,1939980.43
43,3,2010,0,52.89,2.625,203.3117653,9.521,0.16,73.6,658600.05
29,3,2010,0,36.82,2.766,131.735,10.064,0.16,73.6,535087.91
44,3,2010,0,40.65,2.681,126.5782857,8.119,0.16,73.6,284617.27
15,3,2010,0,31.79,2.919,131.735,8.35,0.16,73.6,605325.43
40,3,2010,0,34.78,2.766,131.735,5.892,0.16,73.6,990152.28
27,3,2010,0,38.07,2.919,135.5732602,8.237,0.16,73.6,1313729.72
5,3,2010,0,48.89,2.625,211.9071653,6.566,0.16,73.6,288855.71
41,3,2010,0,32.49,2.62,189.6695049,7.541,0.16,73.6,1063557.49
8,3,2010,0,45.64,2.625,214.7216592,6.299,0.16,73.6,881503.95
45,3,2010,0,37.13,2.777,182.1201566,8.992,0.16,73.6,777951.22
32,3,2010,0,37.72,2.62,189.6695049,9.014,0.16,73.6,1066566.74
33,3,2010,0,59.17,2.877,126.5782857,10.115,0.16,73.6,291484.89
6,3,2010,0,49.63,2.625,212.8745193,7.259,0.16,73.6,1601348.82
26,3,2010,0,28.6,2.766,131.735,8.488,0.16,73.6,1005669.58
34,3,2010,0,42.65,2.654,126.5782857,9.521,0.16,73.6,918295.79
19,3,2010,0,32.92,2.919,131.735,8.35,0.16,73.6,1495844.57
40,3,2010,0,35.1,2.805,131.784,5.892,0.16,73.6,899352.4
6,3,2010,0,58.82,2.667,212.9037017,7.259,0.16,73.6,1558621.36
3,3,2010,0,63.08,2.667,214.7027646,7.368,0.16,73.6,384200.69
10,3,2010,0,52.33,3.034,126.6042857,9.765,0.16,73.6,1941346.13
18,3,2010,0,42.39,2.805,131.784,9.202,0.16,73.6,1138800.32
38,3,2010,0,50.11,2.925,126.6042857,13.975,0.16,73.6,342023.92
7,3,2010,0,27.25,2.684,189.7372075,9.014,0.16,73.6,480452.1
20,3,2010,0,43.82,2.818,204.5250598,8.187,0.16,73.6,2010974.84
9,3,2010,0,55.76,2.667,214.932899,6.415,0.16,73.6,494145.8
4,3,2010,0,49.63,2.704,126.6042857,8.623,0.16,73.6,1894324.09
27,3,2010,0,45.98,2.938,135.6270013,8.237,0.16,73.6,1925113.12
31,3,2010,0,57.1,2.667,211.037551,8.324,0.16,73.6,1366193.35
16,3,2010,0,28.64,2.684,189.7372075,7.039,0.16,73.6,445393.74
42,3,2010,0,52.33,3.034,126.6042857,9.765,0.16,73.6,588363.62
43,3,2010,0,53.67,2.667,203.3436582,9.521,0.16,73.6,645386.94
15,3,2010,0,41.39,2.938,131.784,8.35,0.16,73.6,604173.59
41,3,2010,0,33.4,2.684,189.7372075,7.541,0.16,73.6,1023997.71
5,3,2010,0,58.5,2.667,211.9371839,6.566,0.16,73.6,297293.59
32,3,2010,0,39.88,2.684,189.7372075,9.014,0.16,73.6,1093319.37
26,3,2010,0,31.1,2.805,131.784,8.488,0.16,73.6,963382.09
39,3,2010,0,61.88,2.667,210.1413607,8.554,0.16,73.6,1244391.83
19,3,2010,0,39.06,2.938,131.784,8.35,0.16,73.6,1467889.2
28,3,2010,0,50.11,2.925,126.6042857,13.975,0.16,73.6,1326877.11
30,3,2010,0,57.1,2.667,211.037551,8.324,0.16,73.6,468189.93
21,3,2010,0,57.1,2.667,211.037551,8.324,0.16,73.6,712312.89
37,3,2010,0,61.96,2.667,210.1413607,8.554,0.16,73.6,513015.35
17,3,2010,0,29.71,2.733,126.6042857,6.548,0.16,73.6,763961.82
8,3,2010,0,49.76,2.667,214.7492449,6.299,0.16,73.6,860336.16
44,3,2010,0,37.62,2.733,126.6042857,8.119,0.16,73.6,272190.83
29,3,2010,0,43.43,2.805,131.784,10.064,0.16,73.6,519042.49
23,3,2010,0,36.07,2.805,131.784,5.892,0.16,73.6,1408082.96
22,3,2010,0,43.43,2.805,135.6270013,8.283,0.16,73.6,967187.37
25,3,2010,0,40.05,2.818,204.5250598,8.187,0.16,73.6,660619.99
33,3,2010,0,55.61,3.034,126.6042857,10.115,0.16,73.6,312161.0
14,3,2010,0,45.8,2.818,182.1628441,8.992,0.16,73.6,2156035.06
12,3,2010,0,50.11,2.925,126.6042857,13.975,0.16,73.6,985594.23
13,3,2010,0,37.62,2.733,126.6042857,8.316,0.16,73.6,1840686.94
35,3,2010,0,45.98,2.818,135.6270013,9.262,0.16,73.6,1150344.39
34,3,2010,0,42.26,2.704,126.6042857,9.521,0.16,73.6,921247.88
45,3,2010,0,45.8,2.818,182.1628441,8.992,0.16,73.6,765687.42
2,3,2010,0,57.56,2.667,211.037551,8.324,0.16,73.6,1990483.78
24,3,2010,0,42.31,2.938,131.784,8.326,0.16,73.6,1309340.16
11,3,2010,0,64.1,2.667,214.7027646,7.368,0.16,73.6,1331883.16
1,3,2010,0,57.79,2.667,211.3806429,8.106,0.16,73.6,1439541.59
36,3,2010,0,61.96,2.619,210.1413607,8.554,0.16,73.6,441434.2
32,3,2010,0,42.43,2.692,189.734262,9.014,0.16,73.6,1059781.78
22,3,2010,0,46.03,2.834,135.6682247,8.283,0.16,73.6,966145.09
8,3,2010,0,47.26,2.72,214.5764954,6.299,0.16,73.6,839911.0
6,3,2010,0,56.55,2.72,212.7351935,7.259,0.16,73.6,1693058.91
31,3,2010,0,54.68,2.72,210.8733316,8.324,0.16,73.6,1332261.01
7,3,2010,0,29.04,2.692,189.734262,9.014,0.16,73.6,574450.23
17,3,2010,0,33.96,2.782,126.6066452,6.548,0.16,73.6,752034.52
16,3,2010,0,33.45,2.692,189.734262,7.039,0.16,73.6,504307.35
25,3,2010,0,45.0,2.844,204.3782258,8.187,0.16,73.6,659795.84
21,3,2010,0,54.68,2.72,210.8733316,8.324,0.16,73.6,727070.0
12,3,2010,0,59.57,3.054,126.6066452,13.975,0.16,73.6,972088.34
36,3,2010,0,59.56,2.701,209.9803208,8.554,0.16,73.6,428851.99
13,3,2010,0,42.49,2.782,126.6066452,8.316,0.16,73.6,1879794.89
10,3,2010,0,61.46,3.054,126.6066452,9.765,0.16,73.6,1946875.06
30,3,2010,0,54.68,2.72,210.8733316,8.324,0.16,73.6,445736.36
37,3,2010,0,59.56,2.72,209.9803208,8.554,0.16,73.6,460020.74
35,3,2010,0,49.04,2.844,135.6682247,9.262,0.16,73.6,1117536.09
4,3,2010,0,55.19,2.743,126.6066452,8.623,0.16,73.6,1897429.36
42,3,2010,0,61.46,3.054,126.6066452,9.765,0.16,73.6,519914.1
41,3,2010,0,36.7,2.692,189.734262,7.541,0.16,73.6,1006597.69
11,3,2010,0,61.51,2.72,214.5301219,7.368,0.16,73.6,1364207.0
43,3,2010,0,56.0,2.72,203.195159,9.521,0.16,73.6,668098.49
3,3,2010,0,60.42,2.72,214.5301219,7.368,0.16,73.6,375328.59
9,3,2010,0,53.15,2.72,214.7597274,6.415,0.16,73.6,485744.61
29,3,2010,0,46.03,2.834,131.8242903,10.064,0.16,73.6,496851.6
45,3,2010,0,48.79,2.844,182.0779857,8.992,0.16,73.6,773819.49
39,3,2010,0,58.62,2.72,209.9803208,8.554,0.16,73.6,1301590.13
18,3,2010,0,45.42,2.834,131.8242903,9.202,0.16,73.6,1087507.47
34,3,2010,0,45.86,2.743,126.6066452,9.521,0.16,73.6,892070.82
24,3,2010,0,46.09,2.96,131.8242903,8.326,0.16,73.6,1222511.29
38,3,2010,0,59.57,3.054,126.6066452,13.975,0.16,73.6,333025.47
20,3,2010,0,47.32,2.844,204.3782258,8.187,0.16,73.6,1951848.43
5,3,2010,0,55.46,2.72,211.770897,6.566,0.16,73.6,281706.41
19,3,2010,0,43.74,2.96,131.8242903,8.35,0.16,73.6,1332940.35
15,3,2010,0,44.69,2.96,131.8242903,8.35,0.16,73.6,593710.67
2,3,2010,0,54.52,2.72,210.8733316,8.324,0.16,73.6,1946070.88
44,3,2010,0,42.49,2.782,126.6066452,8.119,0.16,73.6,269624.2
27,3,2010,0,49.04,2.96,135.6682247,8.237,0.16,73.6,1700627.97
23,3,2010,0,43.01,2.834,131.8242903,5.892,0.16,73.6,1229008.32
14,3,2010,0,48.79,2.844,182.0779857,8.992,0.16,73.6,2066219.3
33,3,2010,0,64.6,3.054,126.6066452,10.115,0.16,73.6,282235.73
28,3,2010,0,59.57,3.054,126.6066452,13.975,0.16,73.6,1279819.43
40,3,2010,0,40.54,2.834,131.8242903,5.892,0.16,73.6,894865.3
1,3,2010,0,54.58,2.72,211.215635,8.106,0.16,73.6,1472515.79
26,3,2010,0,35.34,2.834,131.8242903,8.488,0.16,73.6,903366.55
17,3,2010,0,35.59,2.819,126.6050645,6.548,0.16,73.6,793097.64
39,3,2010,0,54.83,2.732,209.7870932,8.554,0.16,73.6,1235094.66
30,3,2010,0,51.66,2.732,210.6766095,8.324,0.16,73.6,442457.35
19,3,2010,0,39.07,2.963,131.863129,8.35,0.16,73.6,1427023.45
28,3,2010,0,60.06,3.083,126.6050645,13.975,0.16,73.6,1245268.77
15,3,2010,0,39.53,2.963,131.863129,8.35,0.16,73.6,592111.49
24,3,2010,0,48.87,2.963,131.863129,8.326,0.16,73.6,1258311.56
13,3,2010,0,41.48,2.819,126.6050645,8.316,0.16,73.6,1882095.98
5,3,2010,0,52.47,2.732,211.5718925,6.566,0.16,73.6,273282.97
26,3,2010,0,35.26,2.831,131.863129,8.488,0.16,73.6,893613.0
21,3,2010,0,51.66,2.732,210.6766095,8.324,0.16,73.6,686497.53
23,3,2010,0,38.59,2.831,131.863129,5.892,0.16,73.6,1310701.8
34,3,2010,0,42.91,2.752,126.6050645,9.521,0.16,73.6,880742.35
22,3,2010,0,48.56,2.831,135.7073618,8.283,0.16,73.6,1012075.12
42,3,2010,0,60.05,2.98,126.6050645,9.765,0.16,73.6,478021.68
8,3,2010,0,46.51,2.732,214.3703567,6.299,0.16,73.6,772539.12
41,3,2010,0,32.3,2.717,189.7195417,7.541,0.16,73.6,1015196.46
3,3,2010,0,57.06,2.732,214.3241011,7.368,0.16,73.6,359949.27
31,3,2010,0,51.66,2.732,210.6766095,8.324,0.16,73.6,1229635.7
9,3,2010,0,51.8,2.732,214.5531227,6.415,0.16,73.6,484946.56
27,3,2010,0,52.34,2.963,135.7073618,8.237,0.16,73.6,1836714.84
33,3,2010,0,64.09,2.98,126.6050645,10.115,0.16,73.6,262893.76
14,3,2010,0,54.36,2.854,181.9718697,8.992,0.16,73.6,2050396.27
44,3,2010,0,41.48,2.819,126.6050645,8.119,0.16,73.6,276279.49
6,3,2010,0,53.74,2.732,212.533737,7.259,0.16,73.6,1472033.38
40,3,2010,0,39.51,2.831,131.863129,5.892,0.16,73.6,873354.58
45,3,2010,0,54.36,2.854,181.9718697,8.992,0.16,73.6,782563.38
29,3,2010,0,48.56,2.831,131.863129,10.064,0.16,73.6,552985.34
2,3,2010,0,51.26,2.732,210.6766095,8.324,0.16,73.6,1750197.81
18,3,2010,0,47.55,2.831,131.863129,9.202,0.16,73.6,1092704.09
