store_id,date,is_holiday,temperature,fuel_price,cpi,unemployment,fed_funds,ics,weekly_sales
41,2010-02-26,0,21.84,2.586,189.6018023,7.541,0.13,73.6,152.46582317975154
20,2010-02-26,0,32.32,2.754,204.4630869,8.187,0.13,73.6,182.53275237085765
1,2010-02-26,0,46.63,2.561,211.3196429,8.106,0.13,73.6,168.0912883310434
27,2010-02-26,0,36.0,2.91,135.5195191,8.237,0.13,73.6,167.46689691997216
18,2010-02-26,0,35.42,2.753,131.686,9.202,0.13,73.6,155.63395109290119
29,2010-02-26,0,35.98,2.753,131.686,10.064,0.13,73.6,125.15659455053715
45,2010-02-26,0,34.89,2.754,182.0774691,8.992,0.13,73.6,140.63170904165
2,2010-02-26,0,46.1,2.561,210.9759573,8.324,0.13,73.6,181.6461114620314
14,2010-03-05,0,37.13,2.777,182.1201566,8.992,0.16,73.6,191.03152334697174
24,2010-03-05,0,36.73,2.919,131.735,8.326,0.16,73.6,168.1791663560441
1,2010-03-05,0,46.5,2.625,211.3501429,8.106,0.16,73.6,172.7180562747029
9,2010-03-05,0,48.43,2.625,214.9054721,6.415,0.16,73.6,126.48935588552311
22,2010-03-05,0,36.82,2.766,135.5732602,8.283,0.16,73.6,153.19840648121664
23,2010-03-05,0,33.15,2.766,131.735,5.892,0.16,73.6,164.7464442131172
28,2010-03-05,0,53.77,2.987,126.5782857,13.975,0.16,73.6,174.34865656239847
2,2010-03-05,0,47.17,2.625,211.0067542,8.324,0.16,73.6,184.96065327583835
31,2010-03-05,0,48.61,2.625,211.0067542,8.324,0.16,73.6,167.2641225960187
38,2010-03-05,0,53.77,2.987,126.5782857,13.975,0.16,73.6,116.00206616143664
20,2010-03-05,0,31.75,2.777,204.4940734,8.187,0.16,73.6,188.1819343635936
25,2010-03-05,0,29.45,2.777,204.4940734,8.187,0.16,73.6,136.45301430433284
21,2010-03-05,0,48.61,2.625,211.0067542,8.324,0.16,73.6,140.9239910310684
35,2010-03-05,0,38.07,2.777,135.5732602,9.262,0.16,73.6,159.33926133843656
3,2010-03-05,0,53.04,2.625,214.6751386,7.368,0.16,73.6,119.60231264104058
37,2010-03-05,0,51.33,2.625,210.1092746,8.554,0.16,73.6,127.31486696732777
17,2010-03-05,0,31.58,2.681,126.5782857,6.548,0.16,73.6,142.77423557016
7,2010-03-05,0,35.86,2.62,189.6695049,9.014,0.16,73.6,125.37098297422214
10,2010-03-05,0,55.92,2.877,126.5782857,9.765,0.16,73.6,184.85972513544849
30,2010-03-05,0,48.61,2.625,211.0067542,8.324,0.16,73.6,124.0101598033107
12,2010-03-05,0,53.77,2.987,126.5782857,13.975,0.16,73.6,155.99147299441663
4,2010-03-05,0,43.49,2.654,126.5782857,8.623,0.16,73.6,184.44573717475058
39,2010-03-05,0,50.93,2.625,210.1092746,8.554,0.16,73.6,163.1607512395961
16,2010-03-05,0,27.92,2.62,189.6695049,7.039,0.16,73.6,121.88006939479426
18,2010-03-05,0,37.17,2.766,131.735,9.202,0.16,73.6,159.98747437644883
42,2010-03-05,0,55.92,2.877,126.5782857,9.765,0.16,73.6,129.70084449391877
11,2010-03-05,0,53.96,2.625,214.6751386,7.368,0.16,73.6,168.64745532985287
36,2010-03-05,0,51.33,2.574,210.1092746,8.554,0.16,73.6,124.56501579567923
13,2010-03-05,0,40.65,2.681,126.5782857,8.316,0.16,73.6,183.6362407809416
43,2010-03-05,0,52.89,2.625,203.3117653,9.521,0.16,73.6,136.04303421182556
29,2010-03-05,0,36.82,2.766,131.735,10.064,0.16,73.6,128.3868032966099
44,2010-03-05,0,40.65,2.681,126.5782857,8.119,0.16,73.6,107.59575464352703
15,2010-03-05,0,31.79,2.919,131.735,8.35,0.16,73.6,132.8813810305282
40,2010-03-05,0,34.78,2.766,131.735,5.892,0.16,73.6,152.3893396022752
27,2010-03-05,0,38.07,2.919,135.5732602,8.237,0.16,73.6,164.8353938770515
5,2010-03-05,0,48.89,2.625,211.9071653,6.566,0.16,73.6,108.04298020746583
41,2010-03-05,0,32.49,2.62,189.6695049,7.541,0.16,73.6,155.44749625939153
8,2010-03-05,0,45.64,2.625,214.7216592,6.299,0.16,73.6,147.54402825480062
45,2010-03-05,0,37.13,2.777,182.1201566,8.992,0.16,73.6,142.50219377433146
32,2010-03-05,0,37.72,2.62,189.6695049,9.014,0.16,73.6,155.569539533002
33,2010-03-05,0,59.17,2.877,126.5782857,10.115,0.16,73.6,108.31800421417724
6,2010-03-05,0,49.63,2.625,212.8745193,7.259,0.16,73.6,174.13547902166565
26,2010-03-05,0,28.6,2.766,131.735,8.488,0.16,73.6,153.0492516021632
34,2010-03-05,0,42.65,2.654,126.5782857,9.521,0.16,73.6,149.23123884799242
19,2010-03-05,0,32.92,2.919,131.735,8.35,0.16,73.6,170.8772857282831
40,2010-03-12,0,35.1,2.805,131.784,5.892,0.16,73.6,148.36880760174847
6,2010-03-12,0,58.82,2.667,212.9037017,7.259,0.16,73.6,172.8353851347489
3,2010-03-12,0,63.08,2.667,214.7027646,7.368,0.16,73.6,117.03356357502126
10,2010-03-12,0,52.33,3.034,126.6042857,9.765,0.16,73.6,183.67201239011644
18,2010-03-12,0,42.39,2.805,131.784,9.202,0.16,73.6,158.42651864260853
38,2010-03-12,0,50.11,2.925,126.6042857,13.975,0.16,73.6,113.28412241358153
7,2010-03-12,0,27.25,2.684,189.7372075,9.014,0.16,73.6,124.58303262409122
20,2010-03-12,0,43.82,2.818,204.5250598,8.187,0.16,73.6,185.47197603236214
9,2010-03-12,0,55.76,2.667,214.932899,6.415,0.16,73.6,125.56485726146475
4,2010-03-12,0,49.63,2.704,126.6042857,8.623,0.16,73.6,182.42966548048068
27,2010-03-12,0,45.98,2.938,135.6270013,8.237,0.16,73.6,183.24563092142307
31,2010-03-12,0,57.1,2.667,211.037551,8.324,0.16,73.6,166.63545829802808
16,2010-03-12,0,28.64,2.684,189.7372075,7.039,0.16,73.6,121.97293281117145
42,2010-03-12,0,52.33,3.034,126.6042857,9.765,0.16,73.6,131.8322848311888
43,2010-03-12,0,53.67,2.667,203.3436582,9.521,0.16,73.6,135.27678248692456
15,2010-03-12,0,41.39,2.938,131.784,8.35,0.16,73.6,132.81082191475232
41,2010-03-12,0,33.4,2.684,189.7372075,7.541,0.16,73.6,153.81921210713205
5,2010-03-12,0,58.5,2.667,211.9371839,6.566,0.16,73.6,108.91927245058457
32,2010-03-12,0,39.88,2.684,189.7372075,9.014,0.16,73.6,156.6436402077264
26,2010-03-12,0,31.1,2.805,131.784,8.488,0.16,73.6,151.23293437558814
39,2010-03-12,0,61.88,2.667,210.1413607,8.554,0.16,73.6,162.37416345621554
19,2010-03-12,0,39.06,2.938,131.784,8.35,0.16,73.6,169.98600781325786
28,2010-03-12,0,50.11,2.925,126.6042857,13.975,0.16,73.6,165.29134004803444
30,2010-03-12,0,57.1,2.667,211.037551,8.324,0.16,73.6,123.68638893036258
21,2010-03-12,0,57.1,2.667,211.037551,8.324,0.16,73.6,139.04728720498292
37,2010-03-12,0,61.96,2.667,210.1413607,8.554,0.16,73.6,126.88581242128349
17,2010-03-12,0,29.71,2.733,126.6042857,6.548,0.16,73.6,141.78419025924225
8,2010-03-12,0,49.76,2.667,214.7492449,6.299,0.16,73.6,146.5499346144706
44,2010-03-12,0,37.62,2.733,126.6042857,8.119,0.16,73.6,106.25595442398583
29,2010-03-12,0,43.43,2.805,131.784,10.064,0.16,73.6,127.30027122681612
23,2010-03-12,0,36.07,2.805,131.784,5.892,0.16,73.6,168.0368899756785
22,2010-03-12,0,43.43,2.805,135.6270013,8.283,0.16,73.6,151.39872905713455
25,2010-03-12,0,40.05,2.818,204.5250598,8.187,0.16,73.6,136.1591845190705
33,2010-03-12,0,55.61,3.034,126.6042857,10.115,0.16,73.6,110.42015869898587
14,2010-03-12,0,45.8,2.818,182.1628441,8.992,0.16,73.6,189.0808092310997
12,2010-03-12,0,50.11,2.925,126.6042857,13.975,0.16,73.6,152.1940661649448
13,2010-03-12,0,37.62,2.733,126.6042857,8.316,0.16,73.6,180.98479857203967
35,2010-03-12,0,45.98,2.818,135.6270013,9.262,0.16,73.6,158.8707738468142
34,2010-03-12,0,42.26,2.704,126.6042857,9.521,0.16,73.6,149.3644674429162
45,2010-03-12,0,45.8,2.818,182.1628441,8.992,0.16,73.6,141.87327170464556
2,2010-03-12,0,57.56,2.667,211.037551,8.324,0.16,73.6,184.94704313827836
24,2010-03-12,0,42.31,2.938,131.784,8.326,0.16,73.6,164.68242549122166
11,2010-03-12,0,64.1,2.667,214.7027646,7.368,0.16,73.6,165.46408253722328
1,2010-03-12,0,57.79,2.667,211.3806429,8.106,0.16,73.6,169.06950342829947
36,2010-03-12,0,61.96,2.619,210.1413607,8.554,0.16,73.6,121.66883955313806
32,2010-03-19,0,42.43,2.692,189.734262,9.014,0.16,73.6,155.29401197584446
22,2010-03-19,0,46.03,2.834,135.6682247,8.283,0.16,73.6,151.35336462582785
8,2010-03-19,0,47.26,2.72,214.5764954,6.299,0.16,73.6,145.5736753345185
6,2010-03-19,0,56.55,2.72,212.7351935,7.259,0.16,73.6,176.84288899548474
31,2010-03-19,0,54.68,2.72,210.8733316,8.324,0.16,73.6,165.47710169625003
7,2010-03-19,0,29.04,2.692,189.734262,9.014,0.16,73.6,130.95515543192192
17,2010-03-19,0,33.96,2.782,126.6066452,6.548,0.16,73.6,141.16441819148113
16,2010-03-19,0,33.45,2.692,189.734262,7.039,0.16,73.6,126.28069059989535
25,2010-03-19,0,45.0,2.844,204.3782258,8.187,0.16,73.6,136.1118256567024
21,2010-03-19,0,54.68,2.72,210.8733316,8.324,0.16,73.6,139.84364085540983
12,2010-03-19,0,59.57,3.054,126.6066452,13.975,0.16,73.6,151.61156371245295
36,2010-03-19,0,59.56,2.701,209.9803208,8.554,0.16,73.6,120.68913592103762
13,2010-03-19,0,42.49,2.782,126.6066452,8.316,0.16,73.6,182.04125571944212
10,2010-03-19,0,61.46,3.054,126.6066452,9.765,0.16,73.6,183.81664385747183
30,2010-03-19,0,54.68,2.72,210.8733316,8.324,0.16,73.6,121.99915334298532
37,2010-03-19,0,59.56,2.72,209.9803208,8.554,0.16,73.6,123.0794940110846
35,2010-03-19,0,49.04,2.844,135.6682247,9.262,0.16,73.6,157.5995342641723
4,2010-03-19,0,55.19,2.743,126.6066452,8.623,0.16,73.6,182.5123970616582
42,2010-03-19,0,61.46,3.054,126.6066452,9.765,0.16,73.6,127.359917176448
41,2010-03-19,0,36.7,2.692,189.734262,7.541,0.16,73.6,153.08848599595848
11,2010-03-19,0,61.51,2.72,214.5301219,7.368,0.16,73.6,166.568231027601
43,2010-03-19,0,56.0,2.72,203.195159,9.521,0.16,73.6,136.58697265759105
3,2010-03-19,0,60.42,2.72,214.5301219,7.368,0.16,73.6,116.27072179933658
9,2010-03-19,0,53.15,2.72,214.7597274,6.415,0.16,73.6,124.96488830615965
29,2010-03-19,0,46.03,2.834,131.8242903,10.064,0.16,73.6,125.75650814370975
45,2010-03-19,0,48.79,2.844,182.0779857,8.992,0.16,73.6,142.29111923371408
39,2010-03-19,0,58.62,2.72,209.9803208,8.554,0.16,73.6,164.41143591615344
18,2010-03-19,0,45.42,2.834,131.8242903,9.202,0.16,73.6,156.4119381193626
34,2010-03-19,0,45.86,2.743,126.6066452,9.521,0.16,73.6,148.03377808090178
24,2010-03-19,0,46.09,2.96,131.8242903,8.326,0.16,73.6,161.57677444673047
38,2010-03-19,0,59.57,3.054,126.6066452,13.975,0.16,73.6,112.44099414536838
20,2010-03-19,0,47.32,2.844,204.3782258,8.187,0.16,73.6,183.9464869418879
5,2010-03-19,0,55.46,2.72,211.770897,6.566,0.16,73.6,107.28579206800853
19,2010-03-19,0,43.74,2.96,131.8242903,8.35,0.16,73.6,165.50050219666636
15,2010-03-19,0,44.69,2.96,131.8242903,8.35,0.16,73.6,132.16535447345322
2,2010-03-19,0,54.52,2.72,210.8733316,8.324,0.16,73.6,183.79562590127307
44,2010-03-19,0,42.49,2.782,126.6066452,8.119,0.16,73.6,105.97369324615154
27,2010-03-19,0,49.04,2.96,135.6682247,8.237,0.16,73.6,177.06152058117792
23,2010-03-19,0,43.01,2.834,131.8242903,5.892,0.16,73.6,161.8146227903715
14,2010-03-19,0,48.79,2.844,182.0779857,8.992,0.16,73.6,186.86805143258584
